freq,age,sex,indic_il,unit,geo\TIME_PERIOD	2023 
A,TOTAL,T,MED_E,EUR,AT	31443 
A,TOTAL,T,MED_E,EUR,BE	29015 
A,TOTAL,T,MED_E,EUR,BG	6523 
A,TOTAL,T,MED_E,EUR,CH	49328 
A,TOTAL,T,MED_E,EUR,CY	19246 
A,TOTAL,T,MED_E,EUR,CZ	13656 
A,TOTAL,T,MED_E,EUR,DE	26274 
A,TOTAL,T,MED_E,EUR,DK	33903 
A,TOTAL,T,MED_E,EUR,EA20	22492 
A,TOTAL,T,MED_E,EUR,EE	15128 
A,TOTAL,T,MED_E,EUR,EL	10050 
A,TOTAL,T,MED_E,EUR,ES	18316 
A,TOTAL,T,MED_E,EUR,EU27_2020	20290 
A,TOTAL,T,MED_E,EUR,FI	27346 
A,TOTAL,T,MED_E,EUR,FR	24179 
A,TOTAL,T,MED_E,EUR,HR	9873 b
A,TOTAL,T,MED_E,EUR,HU	7391 
A,TOTAL,T,MED_E,EUR,IE	30689 
A,TOTAL,T,MED_E,EUR,IT	19819 
A,TOTAL,T,MED_E,EUR,LT	11284 
A,TOTAL,T,MED_E,EUR,LU	47636 
A,TOTAL,T,MED_E,EUR,LV	11258 
A,TOTAL,T,MED_E,EUR,MK	3910 
A,TOTAL,T,MED_E,EUR,MT	18940 
A,TOTAL,T,MED_E,EUR,NL	29249 
A,TOTAL,T,MED_E,EUR,NO	41814 b
A,TOTAL,T,MED_E,EUR,PL	10048 
A,TOTAL,T,MED_E,EUR,PT	11824 
A,TOTAL,T,MED_E,EUR,RO	6568 
A,TOTAL,T,MED_E,EUR,RS	4955 
A,TOTAL,T,MED_E,EUR,SE	27250 
A,TOTAL,T,MED_E,EUR,SI	18053 
A,TOTAL,T,MED_E,EUR,SK	9214 
A,TOTAL,T,MED_E,EUR,TR	2957 
A,TOTAL,T,MED_E,NAC,AT	31443 
A,TOTAL,T,MED_E,NAC,BE	29015 
A,TOTAL,T,MED_E,NAC,BG	12758 
A,TOTAL,T,MED_E,NAC,CH	49560 
A,TOTAL,T,MED_E,NAC,CY	19246 
A,TOTAL,T,MED_E,NAC,CZ	335471 
A,TOTAL,T,MED_E,NAC,DE	26274 
A,TOTAL,T,MED_E,NAC,DK	252222 
A,TOTAL,T,MED_E,NAC,EE	15128 
A,TOTAL,T,MED_E,NAC,EL	10050 
A,TOTAL,T,MED_E,NAC,ES	18316 
A,TOTAL,T,MED_E,NAC,FI	27346 
A,TOTAL,T,MED_E,NAC,FR	24179 
A,TOTAL,T,MED_E,NAC,HR	9873 b
A,TOTAL,T,MED_E,NAC,HU	2892005 
A,TOTAL,T,MED_E,NAC,IE	30689 
A,TOTAL,T,MED_E,NAC,IT	19819 
A,TOTAL,T,MED_E,NAC,LT	11284 
A,TOTAL,T,MED_E,NAC,LU	47636 
A,TOTAL,T,MED_E,NAC,LV	11258 
A,TOTAL,T,MED_E,NAC,MK	240963 
A,TOTAL,T,MED_E,NAC,MT	18940 
A,TOTAL,T,MED_E,NAC,NL	29249 
A,TOTAL,T,MED_E,NAC,NO	422434 b
A,TOTAL,T,MED_E,NAC,PL	47084 
A,TOTAL,T,MED_E,NAC,PT	11824 
A,TOTAL,T,MED_E,NAC,RO	32388 
A,TOTAL,T,MED_E,NAC,RS	582000 
A,TOTAL,T,MED_E,NAC,SE	289655 
A,TOTAL,T,MED_E,NAC,SI	18053 
A,TOTAL,T,MED_E,NAC,SK	9214 
A,TOTAL,T,MED_E,NAC,TR	51475 
A,TOTAL,T,MED_E,PPS,AT	28690 
